"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","point_number","method","speedup"
12,6,2,2,"true","false",512,8,1.40111758546198e-10,102,"LHS",1.2026623994063
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,100,"LHS",1.01417685045184
5,5,1,2,"true","true",64,2,1.39424133801529e-10,101,"LHS",1.19676010802194
5,5,1,2,"true","false",512,2,1.19264177349936e-10,91,"LHS",1.02371523406152
10,5,2,2,"true","true",256,8,1.44372477629926e-10,95,"LHS",1.23923468063096
10,5,2,4,"true","true",128,4,1.43710684693414e-10,91,"LHS",1.23355411899078
24,6,2,4,"true","false",256,2,1.45441331457801e-10,104,"LHS",1.24840928754893
4,4,1,2,"true","false",128,1,1.279739790298e-10,103,"LHS",1.09847663235776
5,5,1,4,"true","true",256,4,1.26472206076233e-10,106,"LHS",1.0855860235863
5,5,1,4,"true","false",1024,2,1.25193376721125e-10,93,"LHS",1.07460907206843
5,5,1,2,"true","false",512,4,1.17865496298058e-10,97,"LHS",1.01170952428163
4,4,1,4,"true","true",512,16,1.27430932130334e-10,113,"LHS",1.09381533844582
8,4,2,2,"true","true",512,4,1.47333251698376e-10,96,"LHS",1.26464876209142
5,5,1,2,"true","false",1024,2,1.24220644460169e-10,114,"LHS",1.06625953362083
24,6,2,4,"true","true",128,2,1.41639115932257e-10,95,"LHS",1.21577261454976
10,5,2,4,"true","true",256,4,1.41563511285379e-10,91,"LHS",1.21512365498374
12,6,1,2,"true","false",256,8,1.4011196332239e-10,100,"LHS",1.20266415712192
6,6,1,4,"true","false",1024,16,1.22460968799545e-10,100,"LHS",1.0511551928136
5,5,1,4,"true","false",1024,1,1.29873128128308e-10,84,"LHS",1.11477815647923
5,5,1,2,"true","false",1024,2,1.24220644460169e-10,111,"LHS",1.06625953362083
10,5,2,4,"true","true",256,4,1.41563511285379e-10,100,"LHS",1.21512365498374
20,5,2,4,"true","true",128,4,1.5050701010472e-10,110,"LHS",1.29189101455984
4,4,1,2,"true","true",512,16,1.32628734769169e-10,94,"LHS",1.13843116411331
10,5,1,2,"true","true",64,2,1.45342496314116e-10,99,"LHS",1.24756092683828
4,4,1,4,"true","true",1024,16,1.27991660200843e-10,98,"LHS",1.09862840034505
4,4,1,4,"true","true",256,2,1.24879203669815e-10,107,"LHS",1.07191233826366
6,3,2,4,"true","false",128,4,1.61678922982811e-10,109,"LHS",1.38778617487569
4,4,1,4,"true","true",256,2,1.24879203669815e-10,102,"LHS",1.07191233826366
4,4,1,4,"true","false",1024,32,1.32905198650076e-10,99,"LHS",1.14080421772287
5,5,1,2,"true","true",1024,2,1.23041421447138e-10,102,"LHS",1.05613756246722
5,5,1,2,"true","true",512,16,1.25137945842182e-10,96,"LHS",1.07413327592853
6,6,1,4,"true","true",128,1,1.1965589478547e-10,101,"LHS",1.02707757734946
4,4,1,4,"true","true",128,4,1.26678340558663e-10,102,"LHS",1.08735539821846
3,3,1,4,"true","false",256,2,1.36428267521488e-10,98,"LHS",1.17104480927729
5,5,1,4,"true","false",128,1,1.21549064031158e-10,101,"LHS",1.0433277728443
6,6,1,4,"true","false",64,1,1.26460519328544e-10,97,"LHS",1.08548570929318
5,5,1,2,"true","true",256,2,1.1931608789437e-10,109,"LHS",1.02416081308052
3,3,1,4,"true","true",512,1,1.40182831445506e-10,93,"LHS",1.20327246029271
5,5,1,4,"true","false",1024,4,1.23332235012527e-10,106,"LHS",1.05863378793723
3,3,1,4,"true","true",128,2,1.36538375119979e-10,108,"LHS",1.1719899281593
8,4,2,2,"true","false",256,2,1.4670117120523e-10,93,"LHS",1.25922323999112
12,6,2,2,"true","true",512,1,1.42371891485791e-10,95,"LHS",1.22206246212989
16,4,4,4,"true","true",128,4,1.60201314486142e-10,93,"LHS",1.37510298398275
12,6,2,2,"true","true",256,4,1.37382523351728e-10,108,"LHS",1.17923575355171
4,4,1,2,"true","true",256,4,1.27103827056844e-10,103,"LHS",1.09100760141773
3,3,1,4,"true","true",1024,8,1.37668844036886e-10,107,"LHS",1.18169341396355
6,6,1,2,"true","false",1024,1,1.28669181117226e-10,89,"LHS",1.10444396457321
5,5,1,4,"true","true",512,2,1.27230335651882e-10,105,"LHS",1.09209349978938
24,6,1,2,"true","true",256,4,1.43133545809889e-10,91,"LHS",1.22860019334133
12,6,2,2,"true","false",512,2,1.40641582293563e-10,96,"LHS",1.20721019115398
5,5,1,2,"true","false",512,8,1.1931257630123e-10,104,"LHS",1.02413067099199
8,4,2,2,"true","false",512,8,1.46858574559957e-10,101,"LHS",1.26057432642551
20,5,4,4,"true","false",256,2,1.50010422334653e-10,105,"LHS",1.28762850693549
3,3,1,2,"true","false",512,16,1.38451288126442e-10,96,"LHS",1.18840959607354
4,4,1,2,"true","false",512,8,1.29363514465716e-10,103,"LHS",1.11040383988665
6,6,1,4,"true","false",64,1,1.26460519328544e-10,96,"LHS",1.08548570929318
24,6,1,4,"true","true",64,2,1.42744392943366e-10,95,"LHS",1.22525986327165
6,6,1,4,"true","true",512,8,1.18144018844621e-10,96,"LHS",1.01410024864063
24,6,2,4,"true","false",512,8,1.54825799030895e-10,95,"LHS",1.32896174371474
8,4,2,4,"true","false",64,2,1.5529897824387e-10,85,"LHS",1.33302332179734
10,5,2,4,"true","true",256,8,1.45739067290168e-10,104,"LHS",1.25096493094573
8,4,1,2,"true","true",256,4,1.47289579150633e-10,89,"LHS",1.26427389468842
3,3,1,2,"true","true",1024,4,1.38177171391209e-10,103,"LHS",1.18605668940865
12,6,2,4,"true","false",512,2,1.39521503999111e-10,100,"LHS",1.19759589423054
5,5,1,4,"true","false",128,1,1.21549064031158e-10,107,"LHS",1.0433277728443
5,5,1,2,"true","false",128,4,1.18634851028728e-10,101,"LHS",1.01831335265395
5,5,1,2,"true","false",128,2,1.18427245214453e-10,100,"LHS",1.01653134870712
12,6,2,2,"true","true",256,8,1.36187349370177e-10,100,"LHS",1.16897686576617
10,5,2,4,"true","false",512,4,1.43427898416384e-10,101,"LHS",1.23112679650207
12,6,2,2,"true","false",512,2,1.40641582293563e-10,90,"LHS",1.20721019115398
4,4,1,4,"true","true",128,2,1.2616196070333e-10,99,"LHS",1.08292300337692
6,6,1,2,"true","true",128,2,1.18080485105728e-10,95,"LHS",1.01355490084361
8,4,1,2,"true","true",128,1,1.47072191227947e-10,90,"LHS",1.26240792509805
5,5,1,2,"true","false",128,4,1.18634851028728e-10,101,"LHS",1.01831335265395
4,4,1,2,"true","true",64,1,1.4513177165815e-10,109,"LHS",1.24575215202175
12,6,2,4,"true","true",512,8,1.36501235016115e-10,93,"LHS",1.17167113260002
3,3,1,2,"true","false",512,2,1.36591161597662e-10,101,"LHS",1.17244302583336
8,4,1,2,"true","true",512,16,1.48996699528976e-10,102,"LHS",1.27892712230897
3,3,1,2,"true","true",512,2,1.37521968328191e-10,107,"LHS",1.18043269256467
10,5,1,4,"true","false",512,16,1.44635552014984e-10,106,"LHS",1.24149280424913
5,5,1,4,"true","true",512,2,1.27230335651882e-10,75,"LHS",1.09209349978938
24,6,2,4,"true","true",64,1,1.43296472835942e-10,102,"LHS",1.22999869272578
3,3,1,4,"true","true",1024,2,1.39399631012218e-10,85,"LHS",1.19654978603548
4,4,1,2,"true","true",256,1,1.2942682127942e-10,91,"LHS",1.11094723985007
8,4,2,2,"true","true",256,8,1.46263673963271e-10,108,"LHS",1.25546794144796
12,6,2,2,"true","false",128,4,1.3799910498613e-10,103,"LHS",1.18452823974669
12,6,2,4,"true","true",64,2,1.37227036791841e-10,104,"LHS",1.17790112010532
4,4,1,4,"true","false",512,2,1.25669123061854e-10,95,"LHS",1.07869268533249
12,6,2,4,"true","true",256,8,1.36151746319787e-10,102,"LHS",1.16867126364932
5,5,1,2,"true","false",256,4,1.17561537135523e-10,111,"LHS",1.00910046234758
6,6,1,2,"true","true",512,8,1.18283916839785e-10,107,"LHS",1.01530107618203
5,5,1,2,"true","true",512,16,1.25137945842182e-10,93,"LHS",1.07413327592853
5,5,1,2,"true","true",128,4,1.23513687334701e-10,95,"LHS",1.06019130093562
5,5,1,2,"true","false",512,4,1.17865496298058e-10,97,"LHS",1.01170952428163
24,6,4,2,"true","false",256,2,1.46298615953762e-10,100,"LHS",1.25576786929527
24,6,4,2,"true","true",128,2,1.44754796497878e-10,102,"LHS",1.24251635043398
10,5,2,2,"true","true",64,1,1.50001031753544e-10,107,"LHS",1.28754790200321
8,4,2,4,"true","true",128,1,1.55954623867127e-10,103,"LHS",1.33865111739857
12,6,2,4,"true","false",256,8,1.40363385438274e-10,114,"LHS",1.20482226239653
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
4,4,1,4,"true","false",1024,1,1.33364507750663e-10,119,"LM",1.14474674039701
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"LM",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"LM",1.17255179308334
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,119,"LM",1.37886759691887
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
2,2,1,2,"true","false",1024,4,1.60303866149281e-10,119,"LM",1.37598324578614
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
2,2,1,2,"true","false",1024,16,1.6667846484997e-10,119,"LM",1.43070021064455
2,2,1,2,"true","false",1024,16,1.6667846484997e-10,119,"LM",1.43070021064455
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,119,"LM",1.19765244038584
2,2,1,2,"true","true",1024,1,1.77770770658027e-10,119,"LM",1.52591205622044
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
4,4,1,4,"true","true",1024,16,1.27991660200843e-10,119,"LM",1.09862840034505
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
24,6,1,2,"true","true",1024,1024,3.73508379450786e-09,119,"LM",32.0604414996711
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,119,"LM",1.07963189977221
6,6,1,4,"true","true",1024,32,1.28655386741334e-10,119,"LM",1.10432555925605
1,1,1,2,"true","true",1024,8,2.44442327306725e-10,119,"LM",2.09819360577245
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,2,"true","false",1024,1,1.28669181117226e-10,119,"LM",1.10444396457321
4,4,1,4,"true","true",512,4,1.25569585107033e-10,119,"LM",1.07783829197665
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,119,"LM",1.0761594320093
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"LM",1.07288728829579
24,6,1,4,"true","true",1024,8,1.7607829667075e-10,119,"LM",1.51138454726907
3,3,1,4,"true","false",512,4,1.35429549481083e-10,119,"LM",1.16247221945851
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"LM",1.17255179308334
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
3,3,1,4,"true","false",1024,1,1.48857960649586e-10,119,"LM",1.27773624414636
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,119,"LM",1.07963189977221
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"LM",1.17255179308334
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
6,6,1,2,"true","true",1024,16,1.20103281224236e-10,119,"LM",1.03091776073943
4,4,1,4,"true","false",1024,1,1.33364507750663e-10,119,"LM",1.14474674039701
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,119,"LM",1.19765244038584
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"LM",1.17255179308334
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"LM",1.07288728829579
1,1,1,4,"true","true",1024,8,2.40470678691862e-10,119,"LM",2.06410258798557
3,3,1,4,"true","false",1024,32,1.4525192473807e-10,119,"LM",1.24678349723426
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,119,"LM",1.06380627123028
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,119,"LM",1.19765244038584
6,6,1,2,"true","true",1024,16,1.20103281224236e-10,119,"LM",1.03091776073943
5,5,1,4,"true","true",1024,16,1.26535757573826e-10,119,"LM",1.08613152381679
6,6,1,4,"true","true",1024,2,1.18398283203908e-10,119,"LM",1.01628275057763
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
4,4,1,4,"true","false",1024,16,1.2941581237827e-10,119,"LM",1.11085274391619
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
2,2,1,2,"true","false",1024,4,1.60303866149281e-10,119,"LM",1.37598324578614
6,6,1,2,"true","false",1024,16,1.19644084929894e-10,119,"LM",1.02697620634826
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,119,"LM",1.07963189977221
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,119,"LM",1.37886759691887
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"LM",1.17255179308334
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
6,6,1,4,"true","true",1024,1,1.29667282018423e-10,119,"LM",1.1130112571198
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
6,6,1,2,"true","true",512,1,1.19115341444505e-10,119,"LM",1.02243768713041
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,119,"LM",1.07963189977221
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,119,"LM",1.0761594320093
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"LM",1.00979555916615
4,4,1,4,"true","false",1024,16,1.2941581237827e-10,119,"LM",1.11085274391619
2,2,1,2,"true","false",1024,16,1.6667846484997e-10,119,"LM",1.43070021064455
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"LM",1.17207913005986
6,6,1,4,"true","true",1024,32,1.28655386741334e-10,119,"LM",1.10432555925605
2,2,1,2,"true","true",1024,8,1.60639896867188e-10,119,"LM",1.37886759691887
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
6,6,1,4,"true","true",1024,4,1.18152943056837e-10,119,"LM",1.01417685045184
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"LM",1.17255179308334
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"LM",1.17255179308334
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,119,"LM",1.01488180994276
6,6,1,2,"true","true",512,4,1.1835008391896e-10,119,"LM",1.01586902750195
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,119,"RQ",1.19765244038584
6,6,1,4,"true","true",1024,32,1.28655386741334e-10,119,"RQ",1.10432555925605
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,119,"RQ",1.05029501702832
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
4,4,1,4,"true","true",1024,16,1.27991660200843e-10,119,"RQ",1.09862840034505
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,119,"RQ",1.0761594320093
24,6,1,4,"true","false",1024,8,1.75769318569462e-10,119,"RQ",1.50873240480427
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
4,4,1,4,"true","true",1024,16,1.27991660200843e-10,119,"RQ",1.09862840034505
6,6,1,4,"true","false",1024,64,2.33681280815557e-10,119,"RQ",2.00582515556188
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
5,5,1,2,"true","true",1024,4,1.22095092329485e-10,119,"RQ",1.04801465787253
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
24,6,1,4,"true","false",1024,8,1.75769318569462e-10,119,"RQ",1.50873240480427
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
12,3,1,4,"true","true",1024,16,2.12491586814447e-10,119,"RQ",1.82394143292158
4,4,1,4,"true","false",1024,32,1.32905198650076e-10,119,"RQ",1.14080421772287
18,6,1,4,"true","false",32,1,1.90635999809877e-10,119,"RQ",1.63634195533254
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,119,"RQ",1.0761594320093
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,119,"RQ",1.0761594320093
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,119,"RQ",1.19765244038584
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,119,"RQ",1.0761594320093
20,5,1,2,"true","true",1024,1024,3.5987698670923e-09,119,"RQ",30.8903781393997
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
4,4,1,4,"true","false",1024,1,1.33364507750663e-10,119,"RQ",1.14474674039701
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,119,"RQ",1.05029501702832
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,16,1.19644084929894e-10,119,"RQ",1.02697620634826
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
20,5,1,4,"true","false",1024,4,1.88081893789131e-10,119,"RQ",1.61441854713953
5,5,1,2,"true","true",1024,4,1.22095092329485e-10,119,"RQ",1.04801465787253
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"RQ",1.17255179308334
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,119,"RQ",1.19765244038584
3,3,1,2,"true","false",1024,1,1.47877079673303e-10,119,"RQ",1.26931676043772
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
24,6,1,4,"true","true",1024,16,1.77814945310949e-10,119,"RQ",1.52629123349026
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,119,"RQ",1.05029501702832
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
24,6,1,4,"true","false",1024,8,1.75769318569462e-10,119,"RQ",1.50873240480427
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,119,"RQ",1.0761594320093
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
5,5,1,2,"true","false",1024,8,1.22360757184054e-10,119,"RQ",1.05029501702832
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,119,"RQ",1.07963189977221
6,6,1,2,"true","false",1024,16,1.19644084929894e-10,119,"RQ",1.02697620634826
3,3,1,2,"true","true",1024,16,1.39528091700916e-10,119,"RQ",1.19765244038584
18,6,1,2,"true","true",1024,4,1.95424187091909e-10,119,"RQ",1.67744180922893
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
4,4,1,4,"true","true",1024,16,1.27991660200843e-10,119,"RQ",1.09862840034505
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,119,"RQ",1.0761594320093
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"RQ",1.17255179308334
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,16,1.19644084929894e-10,119,"RQ",1.02697620634826
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,16,1.19644084929894e-10,119,"RQ",1.02697620634826
3,3,1,2,"true","false",1024,1,1.47877079673303e-10,119,"RQ",1.26931676043772
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"RQ",1.17255179308334
2,2,1,2,"true","false",512,8,1.56732863494209e-10,119,"RQ",1.34533121011121
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,119,"RQ",1.0761594320093
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
6,6,1,2,"true","true",1024,4,1.17842155236017e-10,119,"RQ",1.01150917408997
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
5,5,1,4,"true","true",1024,16,1.26535757573826e-10,119,"RQ",1.08613152381679
6,6,1,4,"true","false",1024,1,1.25373995702647e-10,119,"RQ",1.0761594320093
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
3,3,1,2,"true","false",1024,4,1.36603833125993e-10,119,"RQ",1.17255179308334
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,119,"RQ",1.07288728829579
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
6,6,1,4,"true","true",1024,32,1.28655386741334e-10,119,"RQ",1.10432555925605
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
24,6,1,4,"true","false",1024,8,1.75769318569462e-10,119,"RQ",1.50873240480427
24,6,1,4,"true","false",1024,4,1.82626392669449e-10,119,"RQ",1.56759074243107
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,119,"RQ",1.00979555916615
4,4,1,4,"true","false",1024,32,1.32905198650076e-10,119,"RQ",1.14080421772287
3,3,1,4,"true","false",512,4,1.35429549481083e-10,119,"RQ",1.16247221945851
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,119,"RQ",1.17207913005986
